Timestamp,duration,left_1,left_2,left_3,left_4,left_5,right_1,right_2,right_3,right_4,right_5,FL,LX,LY,FR,RX,RY,Cop_X,Cop_Y
20:54.5,0,538,473,538,424,169,64,144,19,0,147,505,65,336,81,-125,-65,-870,271
20:54.5,0,562,485,556,373,95,64,144,19,0,147,520,71,425,81,-125,-65,-760,360
20:54.5,0,576,468,557,293,84,64,144,19,0,147,512,89,428,81,-125,-65,-661,363
20:54.6,0.1,576,468,557,293,84,75,113,56,0,632,512,89,428,84,-57,-547,-173,-119
20:54.6,0.1,577,369,519,201,80,75,113,56,0,632,444,150,364,84,-57,-547,-8,-183
20:54.6,0.1,577,369,519,201,80,61,137,205,2,638,444,150,364,171,68,-467,86,-103
20:54.6,0.1,556,228,376,124,87,61,137,205,2,638,302,148,215,171,68,-467,298,-252
20:54.7,0.2,556,228,376,124,87,17,274,318,125,643,302,148,215,296,44,-347,551,-132
20:54.7,0.2,309,154,201,123,88,17,274,318,125,643,177,47,89,296,44,-347,675,-257
20:54.7,0.2,309,154,201,123,88,0,341,351,184,649,177,47,89,346,10,-303,790,-213
20:54.7,0.2,67,97,143,104,95,0,341,351,184,649,120,46,25,346,10,-303,860,-278
20:54.8,0.3,67,97,143,104,95,0,412,352,216,647,120,46,25,382,-60,-265,926,-240
20:54.8,0.3,81,85,132,101,123,0,412,352,216,647,108,47,-14,382,-60,-265,912,-279
20:54.8,0.3,81,85,132,101,123,0,450,355,249,639,108,47,-14,402,-95,-236,958,-251
20:54.8,0.3,95,82,118,80,124,0,450,355,249,639,100,36,-24,402,-95,-236,986,-260
20:54.8,0.3,95,82,118,80,124,31,475,364,285,627,100,36,-24,419,-111,-207,1027,-231
20:54.8,0.3,91,75,116,58,124,31,475,364,285,627,95,41,-28,419,-111,-207,1054,-236
20:54.9,0.4,91,75,116,58,124,68,508,372,301,616,95,41,-28,440,-136,-176,1079,-204
20:54.9,0.4,93,72,111,50,120,68,508,372,301,616,91,39,-28,440,-136,-176,1095,-204
20:54.9,0.4,93,72,111,50,120,106,538,382,306,606,91,39,-28,460,-156,-146,1110,-174
20:55.0,0.5,98,64,105,46,113,106,538,382,306,606,84,41,-28,460,-156,-146,1128,-174
20:55.0,0.5,98,64,105,46,113,157,557,400,324,578,84,41,-28,478,-157,-99,1137,-128
20:55.0,0.5,100,61,105,34,103,157,557,400,324,578,83,44,-20,478,-157,-99,1160,-119
20:55.0,0.5,100,61,105,34,103,239,575,429,357,523,83,44,-20,502,-146,-21,1162,-41
20:55.0,0.5,101,45,97,31,95,239,575,429,357,523,71,52,-24,502,-146,-21,1185,-45
20:55.1,0.6,101,45,97,31,95,326,604,468,392,421,71,52,-24,536,-136,115,1152,91
20:55.1,0.6,101,45,97,31,95,370,627,511,378,303,71,52,-24,569,-116,266,1053,242
20:55.1,0.6,117,46,84,23,89,370,627,511,378,303,65,38,-24,569,-116,266,1073,242
20:55.1,0.6,77,56,67,17,406,370,627,511,378,303,61,11,-344,569,-116,266,765,-78
20:55.2,0.7,77,56,67,17,406,396,639,531,269,129,61,11,-344,585,-108,456,498,111
20:55.2,0.7,78,40,59,18,592,396,639,531,269,129,49,19,-542,585,-108,456,323,-86
20:55.2,0.7,78,40,59,18,592,466,600,511,97,134,49,19,-542,555,-89,421,127,-121
20:55.2,0.7,133,209,103,162,596,466,600,511,97,134,156,-106,-440,555,-89,421,-127,-18
20:55.3,0.8,133,209,103,162,596,493,493,379,57,134,156,-106,-440,436,-114,302,-287,-138
20:55.3,0.8,133,209,103,162,596,388,360,184,69,137,156,-106,-440,272,-176,135,-436,-305
20:55.3,0.8,220,262,190,244,598,388,360,184,69,137,226,-72,-372,272,-176,135,-590,-237
20:55.3,0.8,275,300,268,319,588,388,360,184,69,137,284,-32,-304,272,-176,135,-713,-169
20:55.3,0.8,275,300,268,319,588,148,185,140,61,134,284,-32,-304,162,-45,28,-833,-275
20:55.4,0.9,275,300,268,319,588,80,144,108,56,159,284,-32,-304,126,-36,-33,-850,-337
20:55.4,0.9,275,300,268,319,588,71,151,104,37,159,284,-32,-304,127,-47,-31,-867,-335
20:55.5,1,345,351,313,363,573,71,151,104,37,159,332,-38,-241,127,-47,-31,-944,-272
20:55.5,1,345,351,313,363,573,71,158,81,23,157,332,-38,-241,119,-77,-37,-968,-278
20:55.5,1,391,403,356,402,552,71,158,81,23,157,379,-47,-172,119,-77,-37,-1034,-210
20:55.5,1,416,428,395,443,532,71,158,81,23,157,411,-33,-120,119,-77,-37,-1087,-158
20:55.5,1,437,443,431,465,494,71,158,81,23,157,437,-12,-57,119,-77,-37,-1096,-94
20:55.5,1,437,443,431,465,494,69,169,63,16,157,437,-12,-57,116,-106,-41,-1107,-98
20:55.5,1,454,455,465,471,430,69,169,63,16,157,460,10,30,116,-106,-41,-1072,-11
20:55.6,1.1,454,455,465,471,430,65,174,52,13,150,460,10,30,113,-122,-37,-1085,-7
20:55.6,1.1,470,454,489,473,360,65,174,52,13,150,471,35,111,113,-122,-37,-1028,74
20:55.6,1.1,470,454,489,473,360,62,179,37,6,147,471,35,111,108,-142,-39,-1043,72
20:55.7,1.2,470,454,489,473,360,60,182,32,6,144,471,35,111,107,-150,-37,-1047,74
20:55.7,1.2,497,466,517,471,295,60,182,32,6,144,491,51,196,107,-150,-37,-1000,159
20:55.7,1.2,529,483,544,447,147,60,182,32,6,144,513,61,366,107,-150,-37,-850,329
20:55.7,1.2,555,491,555,377,92,60,182,32,6,144,523,64,431,107,-150,-37,-735,394
20:55.8,1.3,562,450,539,279,87,60,182,32,6,144,494,89,407,107,-150,-37,-603,370
20:55.8,1.3,562,450,539,279,87,57,144,32,0,171,494,89,407,88,-112,-83,-601,324
20:55.8,1.3,562,450,539,279,87,62,112,39,0,511,494,89,407,75,-73,-435,-274,-28
20:55.8,1.3,562,450,539,279,87,40,270,217,14,612,494,89,407,243,-53,-368,9,39
20:55.8,1.3,558,333,468,178,84,40,270,217,14,612,400,135,316,243,-53,-368,207,-52
20:55.9,1.4,558,333,468,178,84,0,381,300,102,602,400,135,316,340,-81,-261,382,55
20:55.9,1.4,492,203,269,132,94,0,381,300,102,602,236,66,142,340,-81,-261,582,-119
20:55.9,1.4,492,203,269,132,94,0,425,312,134,610,236,66,142,368,-113,-241,650,-99
20:55.9,1.4,183,127,152,120,98,0,425,312,134,610,139,25,41,368,-113,-241,755,-200
20:55.9,1.4,183,127,152,120,98,26,475,332,186,590,139,25,41,403,-143,-186,822,-145
20:56.0,1.5,65,89,126,106,128,26,475,332,186,590,107,37,-20,403,-143,-186,838,-207
20:56.0,1.5,65,89,126,106,128,84,501,367,255,574,107,37,-20,434,-134,-140,921,-160
20:56.0,1.5,86,93,121,103,133,84,501,367,255,574,107,28,-26,434,-134,-140,920,-166
20:56.0,1.5,92,82,115,81,134,84,501,367,255,574,98,33,-35,434,-134,-140,949,-175
20:56.1,1.6,92,82,115,81,134,136,517,379,298,567,98,33,-35,448,-138,-119,999,-154
20:56.1,1.6,92,82,115,81,134,207,537,406,328,552,98,33,-35,471,-131,-80,1038,-116
20:56.1,1.6,84,76,112,58,129,207,537,406,328,552,94,36,-35,471,-131,-80,1070,-115
20:56.1,1.6,80,73,109,50,125,207,537,406,328,552,91,36,-34,471,-131,-80,1085,-114
20:56.3,1.8,89,66,106,45,120,207,537,406,328,552,86,40,-34,471,-131,-80,1100,-114
20:56.3,1.8,99,58,100,40,103,207,537,406,328,552,79,42,-24,471,-131,-80,1129,-104
20:56.3,1.8,99,58,100,40,103,264,553,427,352,521,79,42,-24,490,-126,-31,1141,-55
20:56.3,1.8,99,58,100,40,103,302,565,444,367,484,79,42,-24,504,-121,20,1133,-3
20:56.3,1.8,93,49,91,32,93,302,565,444,367,484,70,42,-23,504,-121,20,1160,-2
20:56.3,1.8,93,49,91,32,93,347,588,477,388,416,70,42,-23,532,-111,116,1141,93
20:56.3,1.8,93,49,91,32,93,390,616,513,404,335,70,42,-23,564,-103,229,1108,206
20:56.3,1.8,93,49,91,32,93,425,629,538,381,192,70,42,-23,583,-91,391,961,368
20:56.3,1.8,93,49,91,32,93,443,634,553,314,109,70,42,-23,593,-81,484,821,461
20:56.3,1.8,78,56,73,23,181,443,634,553,314,109,64,17,-116,593,-81,484,748,368
20:56.4,1.9,78,68,62,17,584,443,634,553,314,109,65,-6,-519,593,-81,484,350,-34
20:56.4,1.9,78,68,62,17,584,483,581,540,146,118,65,-6,-519,560,-41,442,158,-76
20:56.4,1.9,94,186,76,140,595,483,581,540,146,118,131,-110,-464,560,-41,442,-41,-21
20:56.5,2,94,186,76,140,595,511,443,474,65,115,131,-110,-464,458,31,343,-227,-120
20:56.5,2,94,186,76,140,595,459,270,245,73,120,131,-110,-464,257,-25,137,-415,-326
20:56.5,2,94,186,76,140,595,227,158,167,64,122,131,-110,-464,162,9,40,-517,-423
20:56.6,2.1,221,270,196,251,600,227,158,167,64,122,233,-74,-367,162,9,40,-735,-326
20:56.6,2.1,278,293,247,292,604,227,158,167,64,122,270,-46,-334,162,9,40,-817,-293
20:56.6,2.1,369,326,314,338,594,227,158,167,64,122,320,-12,-274,162,9,40,-903,-233
20:56.6,2.1,369,326,314,338,594,111,79,133,61,140,320,-12,-274,106,54,-34,-945,-308
20:56.6,2.1,369,326,314,338,594,87,119,108,53,145,320,-12,-274,113,-11,-31,-940,-305
20:56.7,2.2,369,326,314,338,594,83,136,91,34,149,320,-12,-274,113,-45,-35,-955,-309
20:56.7,2.2,422,372,355,366,581,83,136,91,34,149,363,-17,-217,113,-45,-35,-1014,-253
20:56.7,2.2,459,420,408,403,560,83,136,91,34,149,414,-12,-146,113,-45,-35,-1080,-181
20:56.7,2.2,485,437,441,420,533,83,136,91,34,149,439,4,-94,113,-45,-35,-1095,-129
20:56.7,2.2,485,437,441,420,533,84,150,78,19,151,439,4,-94,114,-72,-37,-1108,-131
20:56.7,2.2,502,447,462,426,496,84,150,78,19,151,454,15,-41,114,-72,-37,-1092,-78
20:56.8,2.3,502,447,462,426,496,81,166,61,13,149,454,15,-41,113,-105,-35,-1101,-77
20:56.8,2.3,502,447,462,426,496,76,168,55,10,145,454,15,-41,111,-113,-33,-1110,-75
20:56.8,2.3,502,447,462,426,496,71,166,46,5,135,454,15,-41,106,-120,-29,-1130,-70
20:56.9,2.4,521,451,482,431,450,71,166,46,5,135,466,31,16,106,-120,-29,-1101,-12
20:56.9,2.4,541,458,501,446,380,71,166,46,5,135,479,43,99,106,-120,-29,-1059,70
20:56.9,2.4,541,458,501,446,380,70,162,42,3,123,479,43,99,102,-120,-21,-1077,78
20:56.9,2.4,556,475,528,446,303,70,162,42,3,123,501,53,198,102,-120,-21,-1022,177
20:56.9,2.4,570,487,554,418,161,70,162,42,3,123,520,67,359,102,-120,-21,-871,338
20:57.0,2.5,570,487,554,418,161,66,118,53,0,266,520,67,359,85,-65,-180,-748,179
20:57.0,2.5,579,493,564,363,100,66,118,53,0,266,528,71,428,85,-65,-180,-640,248
20:57.0,2.5,579,493,564,363,100,67,110,83,0,613,528,71,428,96,-27,-516,-282,-88
20:57.0,2.5,579,446,545,256,93,67,110,83,0,613,495,99,402,96,-27,-516,-135,-114
20:57.1,2.6,574,324,490,161,95,67,110,83,0,613,407,166,312,96,-27,-516,46,-204
20:57.1,2.6,574,324,490,161,95,59,154,131,0,621,407,166,312,142,-23,-478,100,-166
20:57.1,2.6,574,324,490,161,95,14,360,223,41,618,407,166,312,291,-137,-326,287,-14
20:57.1,2.6,549,196,331,128,100,14,360,223,41,618,263,135,163,291,-137,-326,459,-163
20:57.1,2.6,549,196,331,128,100,0,434,247,77,623,263,135,163,340,-187,-282,549,-119
20:57.1,2.6,340,125,204,122,102,0,434,247,77,623,164,79,62,340,-187,-282,652,-220
20:57.2,2.7,340,125,204,122,102,81,483,286,137,617,164,79,62,384,-197,-232,750,-170
20:57.2,2.7,63,87,148,104,122,81,483,286,137,617,117,61,-4,384,-197,-232,795,-237
20:57.2,2.7,63,87,148,104,122,151,512,320,190,614,117,61,-4,416,-192,-198,876,-202
20:57.3,2.8,82,92,143,98,132,151,512,320,190,614,117,51,-14,416,-192,-198,872,-212
20:57.3,2.8,82,92,143,98,132,253,529,355,257,600,117,51,-14,442,-174,-158,951,-172
20:57.3,2.8,85,86,129,74,134,253,529,355,257,600,107,43,-26,442,-174,-158,983,-184
20:57.3,2.8,85,86,129,74,134,307,541,382,291,580,107,43,-26,461,-159,-118,1017,-145
20:57.4,2.9,98,80,122,55,132,307,541,382,291,580,101,42,-31,461,-159,-118,1044,-149
20:57.4,2.9,98,80,122,55,132,343,554,406,313,550,101,42,-31,480,-148,-70,1055,-101
20:57.4,2.9,110,72,119,46,125,343,554,406,313,550,95,47,-29,480,-148,-70,1076,-99
20:57.4,2.9,113,62,116,47,121,343,554,406,313,550,89,54,-32,480,-148,-70,1086,-102
20:57.4,2.9,113,62,116,47,121,365,567,428,335,520,89,54,-32,497,-139,-22,1095,-54
20:57.5,3,113,62,116,47,121,398,584,449,360,494,89,54,-32,516,-135,22,1113,-9
20:57.5,3,124,51,110,38,107,398,584,449,360,494,80,59,-26,516,-135,22,1145,-4
20:57.5,3,124,51,110,38,107,428,602,473,383,430,80,59,-26,537,-129,107,1125,81
20:57.6,3.1,124,51,110,38,107,466,618,501,397,351,80,59,-26,559,-117,208,1082,182
20:57.6,3.1,124,51,110,38,107,488,624,533,376,188,80,59,-26,578,-91,390,917,364
20:57.6,3.1,121,42,110,34,94,488,624,533,376,188,76,68,-18,578,-91,390,938,372
20:57.6,3.1,100,51,82,22,146,488,624,533,376,188,66,31,-79,578,-91,390,908,311
20:57.6,3.1,83,69,70,17,495,488,624,533,376,188,69,1,-425,578,-91,390,561,-35
20:57.7,3.2,83,69,70,17,495,517,621,545,270,124,69,1,-425,583,-76,459,395,33
20:57.7,3.2,83,69,70,17,495,535,550,506,103,130,69,1,-425,528,-44,398,179,-27
20:57.7,3.2,78,57,61,39,583,535,550,506,103,130,59,4,-524,528,-44,398,80,-126
20:57.7,3.2,223,216,197,154,588,535,550,506,103,130,206,-19,-381,528,-44,398,-187,16
20:57.7,3.2,223,216,197,154,588,539,407,380,62,128,206,-19,-381,393,-27,265,-365,-116
20:57.8,3.3,223,216,197,154,588,458,233,200,67,132,206,-19,-381,216,-33,84,-533,-297
20:57.8,3.3,330,268,263,234,590,458,233,200,67,132,265,-5,-324,216,-33,84,-674,-240
20:57.8,3.3,433,307,311,290,584,458,233,200,67,132,309,4,-275,216,-33,84,-767,-190
20:57.9,3.4,433,307,311,290,584,247,123,166,59,131,309,4,-275,144,43,13,-848,-261
20:57.9,3.4,433,307,311,290,584,113,102,131,52,139,309,4,-275,116,29,-22,-875,-297
20:57.9,3.4,483,356,335,338,578,113,102,131,52,139,345,-21,-232,116,29,-22,-954,-255
20:57.9,3.4,509,389,349,367,585,113,102,131,52,139,369,-40,-216,116,29,-22,-1013,-238
20:57.9,3.4,509,389,349,367,585,101,136,113,39,143,369,-40,-216,124,-23,-18,-1014,-234
20:58.0,3.5,524,412,374,392,583,101,136,113,39,143,393,-38,-190,124,-23,-18,-1061,-208
20:58.0,3.5,524,412,374,392,583,89,154,91,29,145,393,-38,-190,122,-63,-22,-1071,-212
20:58.0,3.5,536,435,412,415,553,89,154,91,29,145,423,-23,-129,122,-63,-22,-1095,-152
20:58.0,3.5,536,435,412,415,553,89,162,68,19,144,423,-23,-129,115,-94,-29,-1113,-158
20:58.0,3.5,547,445,439,430,518,89,162,68,19,144,442,-6,-76,115,-94,-29,-1112,-105
20:58.1,3.6,547,445,439,430,518,84,168,54,12,144,442,-6,-76,111,-114,-33,-1123,-109
20:58.1,3.6,556,446,463,435,460,84,168,54,12,144,454,17,-5,111,-114,-33,-1082,-38
20:58.1,3.6,556,446,463,435,460,83,178,41,9,141,454,17,-5,109,-137,-31,-1090,-37
20:58.2,3.7,568,442,485,447,398,83,178,41,9,141,463,43,65,109,-137,-31,-1049,34
20:58.2,3.7,580,446,500,452,331,83,178,41,9,141,473,54,142,109,-137,-31,-996,110
20:58.2,3.7,580,446,500,452,331,79,180,37,7,135,473,54,142,108,-143,-26,-1005,115
20:58.2,3.7,580,446,500,452,331,78,187,33,5,119,473,54,142,110,-154,-9,-1022,133
20:58.2,3.7,586,453,520,429,196,78,187,33,5,119,486,67,290,110,-154,-9,-877,281
20:58.3,3.8,586,453,520,429,196,65,145,46,2,168,486,67,290,95,-99,-72,-846,218
20:58.3,3.8,581,470,528,398,108,65,145,46,2,168,499,58,391,95,-99,-72,-739,318
20:58.3,3.8,581,470,528,398,108,45,238,203,44,540,499,58,391,220,-35,-319,-200,71
20:58.3,3.8,584,472,464,318,98,45,238,203,44,540,468,-8,370,220,-35,-319,-79,50
20:58.3,3.8,590,369,231,198,95,45,238,203,44,540,300,-138,205,220,-35,-319,211,-114
20:58.4,3.9,590,369,231,198,95,26,355,261,52,500,300,-138,205,308,-94,-192,267,13
20:58.4,3.9,590,369,231,198,95,55,386,302,122,545,300,-138,205,344,-84,-201,418,4
20:58.4,3.9,558,218,123,134,98,55,386,302,122,545,170,-95,72,344,-84,-201,608,-128
20:58.4,3.9,558,218,123,134,98,74,418,319,170,557,170,-95,72,368,-99,-188,693,-116
20:58.5,4,334,161,75,130,100,74,418,319,170,557,118,-86,18,368,-99,-188,747,-170
20:58.5,4,73,97,111,108,125,74,418,319,170,557,104,14,-21,368,-99,-188,758,-209
20:58.5,4,95,95,117,104,135,74,418,319,170,557,106,22,-29,368,-99,-188,750,-217
20:58.6,4.1,103,86,115,89,138,74,418,319,170,557,100,29,-37,368,-99,-188,768,-226
20:58.6,4.1,103,86,115,89,138,86,441,344,212,545,100,29,-37,392,-97,-152,822,-190
20:58.6,4.1,103,86,115,89,138,114,470,372,269,539,100,29,-37,421,-98,-118,901,-155
20:58.6,4.1,103,86,115,89,138,149,493,392,301,521,100,29,-37,442,-101,-78,937,-116
20:58.6,4.1,103,86,115,89,138,169,502,411,330,516,100,29,-37,456,-91,-59,975,-97
20:58.6,4.1,103,76,113,71,137,169,502,411,330,516,94,37,-42,456,-91,-59,1000,-102
20:58.7,4.2,104,66,112,58,132,169,502,411,330,516,89,46,-43,456,-91,-59,1023,-102
20:58.7,4.2,104,66,112,58,132,184,507,414,348,512,89,46,-43,460,-93,-51,1041,-94
20:58.7,4.2,104,66,112,58,132,215,507,423,378,501,89,46,-43,465,-84,-36,1065,-79
20:58.7,4.2,104,66,112,58,132,228,504,445,397,494,89,46,-43,474,-59,-19,1086,-62
20:58.7,4.2,109,56,106,53,130,228,504,445,397,494,81,50,-49,474,-59,-19,1101,-68
20:58.8,4.3,107,56,100,49,108,228,504,445,397,494,78,44,-30,474,-59,-19,1130,-49
20:58.8,4.3,105,48,104,34,105,228,504,445,397,494,76,56,-29,474,-59,-19,1150,-48
20:58.9,4.4,105,48,104,34,105,256,509,493,412,465,76,56,-29,501,-16,36,1163,7
20:58.9,4.4,105,48,104,34,105,278,518,517,419,382,76,56,-29,517,-1,135,1103,106
20:58.9,4.4,105,48,104,34,105,284,520,528,405,283,76,56,-29,524,8,241,997,212
20:58.9,4.4,160,89,200,40,232,284,520,528,405,283,144,111,-87,524,8,241,795,153
20:58.9,4.4,330,123,294,90,332,284,520,528,405,283,208,171,-123,524,8,241,581,117
20:59.0,4.5,330,123,294,90,332,265,507,539,358,112,208,171,-123,523,32,411,362,287
20:59.0,4.5,441,176,337,133,352,265,507,539,358,112,256,161,-95,523,32,411,251,315
20:59.0,4.5,441,176,337,133,352,244,502,539,283,87,256,161,-95,520,37,433,149,338
20:59.1,4.6,441,176,337,133,352,208,470,511,190,92,256,161,-95,490,41,398,31,303
20:59.1,4.6,441,176,337,133,352,132,382,462,125,94,256,161,-95,422,80,328,-100,232
20:59.1,4.6,441,176,337,133,352,25,252,388,83,96,256,161,-95,320,136,224,-242,128
20:59.1,4.6,478,223,399,217,382,25,252,388,83,96,311,176,-71,320,136,224,-411,153
20:59.2,4.7,478,223,399,217,382,37,133,207,66,101,311,176,-71,170,74,69,-573,-2
20:59.2,4.7,478,223,399,217,382,41,131,181,56,103,311,176,-71,156,50,53,-595,-18
20:59.2,4.7,504,258,427,292,392,41,131,181,56,103,342,169,-49,156,50,53,-711,3
20:59.2,4.7,520,302,447,340,401,41,131,181,56,103,374,145,-26,156,50,53,-800,26
20:59.2,4.7,529,350,458,380,419,41,131,181,56,103,404,108,-15,156,50,53,-888,38
