Timestamp,duration,left_sensor1,left_sensor2,left_sensor3,left_sensor4,left_sensor5,right_sensor1,right_sensor2,right_sensor3,right_sensor4,right_sensor5,left_stride_F,left_balance_x,left_balance_y,right_stride_F,right_balance_x,right_balance_y,body_COP_x,body_COP_y
16:06.1,6,189,32,201,0,0,24,88,267,428,600,140,169,140,126,179,-473,1013,-333
16:06.1,6,189,32,201,0,0,31,102,310,467,605,140,169,140,147,208,-457,1078,-316
16:06.1,6,12,5,0,0,0,31,102,310,467,605,5,-5,5,147,208,-457,1213,-451
16:06.2,6,38,0,0,0,0,31,102,310,467,605,12,0,12,147,208,-457,1206,-444
16:06.2,6,38,0,0,0,0,28,83,326,489,612,12,0,12,145,243,-466,1233,-453
16:06.2,6,38,0,0,0,0,19,84,346,503,611,12,0,12,149,262,-461,1250,-448
16:06.2,6,15,0,1,0,0,19,84,346,503,611,5,1,5,149,262,-461,1258,-456
16:06.2,6,15,0,1,0,0,7,128,371,511,603,5,1,5,168,243,-434,1277,-429
16:06.2,6,15,0,0,0,0,7,128,371,511,603,5,0,5,168,243,-434,1277,-429
16:06.3,6,15,0,0,0,0,17,220,407,517,590,5,0,5,214,187,-375,1316,-370
16:06.3,6,24,0,0,0,0,17,220,407,517,590,8,0,8,214,187,-375,1313,-367
16:06.3,6,24,0,0,0,0,86,309,439,530,571,8,0,8,278,130,-293,1371,-285
16:06.3,6,41,1,0,0,0,86,309,439,530,571,14,-1,14,278,130,-293,1365,-279
16:06.3,6,41,1,0,0,0,206,389,469,544,531,14,-1,14,354,80,-176,1415,-162
16:06.4,6,51,0,0,0,0,206,389,469,544,531,17,0,17,354,80,-176,1412,-159
16:06.4,6,51,0,0,0,0,319,439,501,553,455,17,0,17,419,62,-35,1410,-18
16:06.4,6,54,3,0,0,0,319,439,501,553,455,19,-3,19,419,62,-35,1408,-16
16:06.4,6,54,3,0,0,0,405,496,541,558,336,19,-3,19,480,45,144,1355,163
16:06.5,7,44,5,0,0,0,405,496,541,558,336,16,-5,16,480,45,144,1358,161
16:06.5,7,44,5,0,0,0,494,542,568,554,152,16,-5,16,534,26,382,1224,399
16:06.5,7,19,4,0,3,0,494,542,568,554,152,7,-4,7,534,26,382,1229,390
16:06.5,7,19,4,0,3,0,565,584,586,512,51,7,-4,7,578,2,527,1130,535
16:06.6,7,0,4,4,5,160,565,584,586,512,51,2,0,-157,578,2,527,973,370
16:06.6,7,0,4,4,5,160,607,610,592,377,30,2,0,-157,603,-18,573,842,415
16:06.6,7,0,15,3,12,470,607,610,592,377,30,6,-12,-464,603,-18,573,522,109
16:06.7,7,0,15,3,12,470,632,619,568,0,5,6,-12,-464,606,-51,601,123,137
16:06.7,7,0,59,33,105,582,632,619,568,0,5,30,-26,-551,606,-51,601,-106,50
16:06.7,7,0,59,33,105,582,642,572,425,0,5,30,-26,-551,546,-147,541,-166,-10
16:06.7,7,0,117,96,337,592,642,572,425,0,5,71,-21,-521,546,-147,541,-448,20
16:06.7,7,0,117,96,337,592,608,522,237,0,9,71,-21,-521,455,-285,446,-535,-74
16:06.8,7,40,231,210,430,596,608,522,237,0,9,160,-21,-435,455,-285,446,-721,11
16:06.8,7,40,231,210,430,596,355,382,75,0,9,160,-21,-435,270,-307,261,-906,-174
16:06.8,7,149,297,294,470,592,355,382,75,0,9,246,-3,-345,270,-307,261,-1028,-83
16:06.8,7,149,297,294,470,592,60,86,0,0,6,246,-3,-345,48,-86,42,-1253,-302
16:06.8,7,188,341,346,506,575,60,86,0,0,6,291,5,-283,48,-86,42,-1318,-240
16:06.9,7,188,341,346,506,575,0,14,0,0,4,291,5,-283,4,-14,0,-1364,-282
16:06.9,7,188,341,346,506,575,0,13,0,0,5,291,5,-283,4,-13,0,-1363,-284
16:06.9,7,175,396,369,537,550,0,13,0,0,5,313,-27,-236,4,-13,0,-1391,-237
16:06.9,7,123,426,369,562,504,0,13,0,0,5,306,-57,-198,4,-13,0,-1362,-198
16:06.9,7,123,426,369,562,504,0,0,0,0,3,306,-57,-198,0,0,-3,-1369,-201
16:07.0,7,129,443,400,572,461,0,0,0,0,3,324,-43,-137,0,0,-3,-1354,-140
16:07.0,7,129,443,400,572,461,0,0,0,0,4,324,-43,-137,0,0,-4,-1353,-141
16:07.0,7,155,459,436,578,413,0,0,0,0,4,350,-23,-63,0,0,-4,-1337,-67
16:07.0,7,155,459,436,578,413,0,0,0,0,4,350,-23,-63,0,0,-4,-1337,-67
16:07.1,7,155,459,436,578,413,6,0,0,0,2,350,-23,-63,2,0,0,-1337,-63
16:07.1,7,212,481,464,583,348,6,0,0,0,2,385,-17,37,2,0,0,-1312,37
16:07.1,7,263,508,505,587,248,6,0,0,0,2,425,-3,177,2,0,0,-1256,177
16:07.1,7,263,508,505,587,248,7,0,0,0,3,425,-3,177,2,0,0,-1255,176
16:07.2,7,318,525,540,586,162,7,0,0,0,3,461,15,299,2,0,0,-1203,298
16:07.2,7,318,525,540,586,162,7,0,0,0,2,461,15,299,2,0,0,-1204,299
16:07.2,7,365,543,576,578,71,7,0,0,0,2,494,33,423,2,0,0,-1139,424
16:07.2,7,365,543,576,578,71,7,0,0,0,2,494,33,423,2,0,0,-1139,424
16:07.3,7,423,551,611,556,13,7,0,0,0,2,528,60,515,2,0,0,-1093,515
16:07.3,7,500,558,637,505,6,7,0,0,0,2,565,79,559,2,0,0,-1071,559
16:07.3,7,500,558,637,505,6,0,7,0,0,0,565,79,559,2,-7,2,-1073,561
16:07.3,7,500,558,637,505,6,0,3,0,0,1,565,79,559,1,-3,0,-1074,559
16:07.4,7,547,557,661,388,0,0,3,0,0,1,588,104,588,1,-3,0,-974,588
16:07.4,7,547,557,661,388,0,0,0,1,0,331,588,104,588,0,1,-330,-645,257
16:07.4,7,573,526,658,199,0,0,0,1,0,331,585,132,585,0,1,-330,-453,255
16:07.4,7,573,526,658,199,0,0,0,73,119,504,585,132,585,24,73,-479,-137,106
16:07.4,7,579,383,582,31,0,0,0,73,119,504,514,199,514,24,73,-479,101,35
16:07.5,7,579,383,582,31,0,5,41,289,362,512,514,199,514,111,248,-400,440,114
16:07.5,7,477,255,527,6,0,5,41,289,362,512,419,272,419,111,248,-400,560,19
16:07.5,7,477,255,527,6,0,8,91,346,450,554,419,272,419,148,255,-405,726,14
16:07.5,7,187,121,361,0,0,8,91,346,450,554,223,240,223,148,255,-405,929,-182
16:07.5,7,187,121,361,0,0,48,163,381,488,571,223,240,223,197,218,-373,1033,-150
16:07.6,8,187,121,361,0,0,94,221,412,507,573,223,240,223,242,191,-330,1099,-107
16:07.6,8,19,68,32,0,0,94,221,412,507,573,39,-36,39,242,191,-330,1282,-291
16:07.6,8,2,7,0,0,0,94,221,412,507,573,3,-7,3,242,191,-330,1319,-327
16:07.6,8,2,7,0,0,0,125,249,416,508,576,3,-7,3,263,167,-312,1344,-309
16:07.7,8,2,7,0,0,0,129,254,424,512,577,3,-7,3,269,170,-308,1355,-305
16:07.7,8,9,3,0,0,0,129,254,424,512,577,4,-3,4,269,170,-308,1354,-304
16:07.7,8,14,5,0,0,0,129,254,424,512,577,6,-5,6,269,170,-308,1351,-301
16:07.7,8,14,5,0,0,0,122,255,436,520,571,6,-5,6,271,181,-300,1355,-293
16:07.8,8,14,5,0,0,0,122,196,457,541,560,6,-5,6,258,261,-301,1353,-295
16:07.8,8,42,6,0,0,0,122,196,457,541,560,16,-6,16,258,261,-301,1343,-285
16:07.8,8,59,9,0,1,0,122,196,457,541,560,22,-9,22,258,261,-301,1335,-279
16:07.8,8,59,9,0,1,0,127,209,482,556,544,22,-9,22,272,273,-271,1349,-248
16:07.8,8,59,9,0,1,0,153,287,499,566,519,22,-9,22,313,212,-206,1374,-183
16:07.9,8,65,12,0,1,0,153,287,499,566,519,25,-12,25,313,212,-206,1371,-180
16:07.9,8,49,12,0,0,0,153,287,499,566,519,20,-12,20,313,212,-206,1377,-185
16:07.9,8,49,12,0,0,0,203,369,529,573,460,20,-12,20,367,160,-93,1379,-72
16:07.9,8,49,12,0,0,0,298,422,567,578,340,20,-12,20,429,145,89,1326,109
16:07.9,8,27,13,0,0,0,298,422,567,578,340,13,-13,13,429,145,89,1333,102
16:08.0,8,8,15,0,6,0,298,422,567,578,340,7,-15,7,429,145,89,1333,96
16:08.0,8,8,15,0,6,0,392,478,591,577,145,7,-15,7,487,113,342,1195,349
16:08.0,8,0,13,0,6,21,392,478,591,577,145,4,-13,-16,487,113,342,1177,325
16:08.1,8,0,13,0,6,21,474,520,604,551,55,4,-13,-16,532,84,477,1107,461
16:08.1,8,0,13,0,19,438,474,520,604,551,55,4,-13,-433,532,84,477,677,44
16:08.1,8,0,13,0,19,438,531,551,613,443,35,4,-13,-433,565,62,530,581,96
16:08.1,8,0,50,0,100,573,531,551,613,443,35,16,-50,-556,565,62,530,353,-26
16:08.2,8,0,50,0,100,573,564,545,607,37,5,16,-50,-556,572,62,567,-75,10
16:08.2,8,0,50,0,100,573,535,484,498,0,9,16,-50,-556,505,14,496,-174,-59
16:08.2,8,0,125,68,329,591,535,484,498,0,9,64,-57,-526,505,14,496,-469,-30
16:08.2,8,17,231,172,427,598,535,484,498,0,9,140,-59,-458,505,14,496,-650,38
16:08.2,8,17,231,172,427,598,399,408,321,0,9,140,-59,-458,376,-87,367,-780,-91
16:08.3,8,17,231,172,427,598,151,184,110,0,12,140,-59,-458,148,-74,136,-1004,-321
16:08.3,8,63,328,234,486,581,151,184,110,0,12,208,-94,-372,148,-74,136,-1115,-236
16:08.3,8,109,377,369,504,566,151,184,110,0,12,285,-8,-281,148,-74,136,-1194,-144
16:08.3,8,109,377,369,504,566,0,16,2,0,6,285,-8,-281,6,-14,0,-1343,-281
16:08.4,8,109,377,369,504,566,0,0,0,0,5,285,-8,-281,0,0,-5,-1350,-286
16:08.4,8,167,394,453,503,539,0,0,0,0,5,338,59,-201,0,0,-5,-1375,-206
16:08.4,8,218,400,520,487,499,0,0,0,0,5,379,120,-119,0,0,-5,-1360,-124
16:08.4,8,218,400,520,487,499,0,0,0,0,4,379,120,-119,0,0,-4,-1361,-123
16:08.5,8,218,400,520,487,499,0,0,0,0,3,379,120,-119,0,0,-3,-1362,-122
16:08.5,8,253,399,552,474,481,0,0,0,0,3,401,153,-79,0,0,-3,-1353,-82
16:08.5,8,295,402,576,468,455,0,0,0,0,3,424,174,-30,0,0,-3,-1344,-33
16:08.5,8,295,402,576,468,455,0,0,0,0,3,424,174,-30,0,0,-3,-1344,-33
16:08.5,8,295,402,576,468,455,4,0,0,0,3,424,174,-30,1,0,-1,-1343,-32
16:08.6,9,343,419,601,465,404,4,0,0,0,3,454,182,50,1,0,-1,-1319,48
16:08.6,9,343,419,601,465,404,16,0,0,0,3,454,182,50,5,0,2,-1315,52
16:08.6,9,381,432,620,465,345,16,0,0,0,3,477,188,132,5,0,2,-1279,135
16:08.6,9,381,432,620,465,345,19,0,0,0,0,477,188,132,6,0,6,-1281,139
16:08.7,9,406,445,636,455,269,19,0,0,0,0,495,191,226,6,0,6,-1213,233
16:08.7,9,406,445,636,455,269,16,0,0,0,1,495,191,226,5,0,4,-1213,231
16:08.7,9,441,453,651,447,172,16,0,0,0,1,515,198,343,5,0,4,-1127,347
16:08.7,9,441,453,651,447,172,11,0,0,0,0,515,198,343,3,0,3,-1130,346
16:08.7,9,496,466,665,441,63,11,0,0,0,0,542,199,479,3,0,3,-1042,483
16:08.8,9,496,466,665,441,63,3,0,0,0,2,542,199,479,1,0,-1,-1043,478
16:08.8,9,545,481,684,401,18,3,0,0,0,2,570,203,552,1,0,-1,-986,551
16:08.8,9,545,481,684,401,18,0,0,6,0,349,570,203,552,2,6,-347,-638,205
16:08.8,9,582,475,695,229,0,0,0,6,0,349,584,220,584,2,6,-347,-462,237
16:08.9,9,582,475,695,229,0,0,0,76,119,505,584,220,584,25,76,-479,-163,104
16:08.9,9,602,404,682,48,0,0,0,76,119,505,562,278,562,25,76,-479,38,83
16:08.9,9,602,404,682,48,0,9,38,227,316,512,562,278,562,91,189,-420,308,142
16:08.9,9,605,206,597,0,0,9,38,227,316,512,469,391,469,91,189,-420,449,48
16:09.0,9,605,206,597,0,0,41,116,280,365,545,469,391,469,145,164,-399,586,70
16:09.0,9,567,59,554,0,0,41,116,280,365,545,393,495,393,145,164,-399,662,-6
16:09.0,9,567,59,554,0,0,49,160,323,430,567,393,495,393,177,163,-389,781,3
16:09.0,9,277,43,468,0,0,49,160,323,430,567,262,425,262,177,163,-389,911,-127
16:09.0,9,277,43,468,0,0,48,189,389,493,572,262,425,262,208,200,-363,1010,-100
16:09.0,9,52,26,136,0,0,48,189,389,493,572,71,110,71,208,200,-363,1202,-292
16:09.1,9,52,26,136,0,0,54,167,440,530,570,71,110,71,220,273,-349,1249,-278
16:09.1,9,0,2,4,0,0,54,167,440,530,570,2,2,2,220,273,-349,1318,-347
16:09.1,9,0,2,4,0,0,50,148,465,551,564,2,2,2,221,317,-343,1334,-341
16:09.1,9,4,0,4,0,0,50,148,465,551,564,2,4,2,221,317,-343,1333,-340
16:09.2,9,4,0,4,0,0,28,181,478,558,560,2,4,2,229,297,-331,1344,-328
16:09.2,9,3,1,6,0,0,28,181,478,558,560,3,5,3,229,297,-331,1343,-327
16:09.2,9,3,1,6,0,0,38,230,485,559,553,3,5,3,251,255,-302,1359,-298
16:09.3,9,4,5,0,0,0,38,230,485,559,553,3,-5,3,251,255,-302,1360,-299
16:09.3,9,4,5,0,0,0,61,296,496,562,532,3,-5,3,284,200,-247,1375,-244
16:09.3,9,13,7,0,0,0,61,296,496,562,532,6,-7,6,284,200,-247,1371,-241
16:09.3,9,13,7,0,0,0,119,348,515,569,496,6,-7,6,327,167,-168,1385,-162
16:09.4,9,20,9,0,0,0,119,348,515,569,496,9,-9,9,327,167,-168,1382,-159
16:09.4,9,28,10,0,0,0,119,348,515,569,496,12,-10,12,327,167,-168,1379,-156
16:09.4,9,28,10,0,0,0,194,398,552,575,434,12,-10,12,381,154,-52,1377,-40
16:09.4,9,28,10,0,0,0,299,438,577,578,347,12,-10,12,438,139,91,1350,103
16:09.4,9,28,10,0,0,0,385,491,593,579,177,12,-10,12,489,102,312,1233,325
16:09.5,10,28,10,0,0,0,460,533,606,568,72,12,-10,12,533,73,461,1160,473
16:09.5,10,22,13,5,0,0,460,533,606,568,72,13,-8,13,533,73,461,1159,474
16:09.5,10,8,15,7,0,0,460,533,606,568,72,10,-8,10,533,73,461,1163,471
16:09.5,10,0,13,4,2,0,460,533,606,568,72,5,-9,5,533,73,461,1165,466
16:09.5,10,0,13,4,2,0,523,566,616,529,39,5,-9,5,568,50,529,1128,535
16:09.6,10,0,8,0,4,234,523,566,616,529,39,2,-8,-231,568,50,529,895,298
16:09.6,10,0,8,0,4,234,571,584,620,363,21,2,-8,-231,591,36,570,735,339
16:09.6,10,0,19,0,18,492,571,584,620,363,21,6,-19,-485,591,36,570,459,85
16:09.6,10,0,19,0,18,492,595,566,595,0,6,6,-19,-485,585,29,579,75,93
16:09.7,10,0,59,20,182,559,595,566,595,0,6,26,-39,-532,585,29,579,-176,46
16:09.7,10,0,59,20,182,559,593,504,460,0,9,26,-39,-532,519,-44,510,-239,-22
16:09.7,10,15,166,164,317,585,593,504,460,0,9,115,-2,-470,519,-44,510,-489,40
16:09.7,10,15,166,164,317,585,525,450,273,0,10,115,-2,-470,416,-177,406,-591,-64
16:09.7,10,71,210,311,365,600,525,450,273,0,10,197,101,-402,416,-177,406,-736,3
16:09.8,10,71,210,311,365,600,217,211,87,0,11,197,101,-402,171,-124,160,-979,-242
16:09.8,10,139,280,407,408,595,217,211,87,0,11,275,127,-319,171,-124,160,-1095,-159
16:09.8,10,139,280,407,408,595,0,26,0,0,6,275,127,-319,8,-26,2,-1263,-317
16:09.8,10,212,321,481,423,583,0,26,0,0,6,338,160,-245,8,-26,2,-1329,-242
16:09.8,10,212,321,481,423,583,0,3,0,0,4,338,160,-245,1,-3,-3,-1339,-248
16:09.9,10,278,354,530,433,552,0,3,0,0,4,387,176,-164,1,-3,-3,-1367,-167
16:09.9,10,278,354,530,433,552,0,0,0,0,4,387,176,-164,0,0,-4,-1368,-168
16:09.9,10,317,382,557,432,492,0,0,0,0,4,418,175,-73,0,0,-4,-1338,-77
16:10.0,10,317,382,557,432,492,0,0,0,0,4,418,175,-73,0,0,-4,-1338,-77
16:10.0,10,345,396,577,430,444,0,0,0,0,4,439,181,-4,0,0,-4,-1309,-8
16:10.0,10,345,396,577,430,444,0,0,0,0,5,439,181,-4,0,0,-5,-1308,-9
16:10.0,10,362,410,601,440,397,0,0,0,0,5,457,191,60,0,0,-5,-1289,55
16:10.1,10,362,410,601,440,397,3,0,0,0,5,457,191,60,1,0,-4,-1288,56
16:10.1,10,392,426,617,453,324,3,0,0,0,5,478,191,154,1,0,-4,-1249,150
16:10.1,10,392,426,617,453,324,15,0,0,0,4,478,191,154,5,0,1,-1246,155
16:10.1,10,433,442,635,460,222,15,0,0,0,4,503,193,281,5,0,1,-1176,282
16:10.1,10,433,442,635,460,222,29,0,0,0,3,503,193,281,9,0,6,-1172,288
16:10.2,10,491,462,652,461,93,29,0,0,0,3,535,190,442,9,0,6,-1076,448
16:10.2,10,491,462,652,461,93,40,0,0,0,2,535,190,442,13,0,11,-1073,453
16:10.2,10,543,482,674,442,16,40,0,0,0,2,566,192,550,13,0,11,-1009,561
16:10.2,10,543,482,674,442,16,22,0,0,0,0,566,192,550,7,0,7,-1017,557
16:10.2,10,576,492,693,376,7,22,0,0,0,0,587,201,580,7,0,7,-962,587
16:10.3,10,576,492,693,376,7,4,0,0,0,7,587,201,580,1,0,-5,-961,574
16:10.3,10,607,484,704,201,0,4,0,0,0,7,598,220,598,1,0,-5,-791,592
16:10.3,10,607,484,704,201,0,6,0,5,0,407,598,220,598,3,5,-403,-388,195
16:10.3,10,621,410,702,45,0,6,0,5,0,407,577,292,577,3,5,-403,-211,174
16:10.4,10,621,410,702,45,0,2,0,78,173,503,577,292,577,26,78,-476,80,101
16:10.4,10,624,222,630,0,0,2,0,78,173,503,492,408,492,26,78,-476,210,15
16:10.4,10,624,222,630,0,0,19,36,275,359,521,492,408,492,110,239,-411,498,81
16:10.4,10,584,81,586,0,0,19,36,275,359,521,417,505,417,110,239,-411,573,6
16:10.4,10,584,81,586,0,0,43,94,317,427,545,417,505,417,151,223,-393,706,23
16:10.5,10,279,47,487,0,0,43,94,317,427,545,271,440,271,151,223,-393,852,-122
16:10.5,10,279,47,487,0,0,61,166,352,472,556,271,440,271,193,186,-363,950,-92
16:10.5,10,279,47,487,0,0,78,220,377,486,565,271,440,271,225,157,-340,1005,-69
16:10.6,11,28,39,103,0,0,78,220,377,486,565,56,64,56,225,157,-340,1219,-283
16:10.6,11,0,0,0,0,0,78,220,377,486,565,0,0,0,225,157,-340,1276,-340
16:10.6,11,0,0,0,0,0,104,302,371,479,572,0,0,0,259,69,-313,1310,-313
16:10.6,11,0,0,0,0,0,146,351,375,475,572,0,0,0,290,24,-281,1337,-281
16:10.6,11,12,0,0,0,0,146,351,375,475,572,4,0,4,290,24,-281,1333,-277
16:10.7,11,6,1,4,0,0,146,351,375,475,572,3,3,3,290,24,-281,1334,-277
16:10.7,11,6,1,4,0,0,179,383,406,486,561,3,3,3,322,23,-238,1366,-234
16:10.7,11,6,1,4,0,0,214,410,431,495,537,3,3,3,351,21,-185,1380,-181
16:10.7,11,13,4,0,0,0,214,410,431,495,537,5,-4,5,351,21,-185,1378,-179
16:10.8,11,23,7,0,0,0,214,410,431,495,537,10,-7,10,351,21,-185,1373,-175
16:10.8,11,23,7,0,0,0,264,445,445,502,509,10,-7,10,384,0,-124,1385,-114
16:10.8,11,23,7,0,0,0,321,488,463,507,469,10,-7,10,424,-25,-45,1390,-35
16:10.8,11,30,9,0,0,0,321,488,463,507,469,13,-9,13,424,-25,-45,1387,-32
16:10.9,11,22,12,0,0,0,321,488,463,507,469,11,-12,11,424,-25,-45,1388,-33
16:10.9,11,22,12,0,0,0,388,525,476,513,404,11,-12,11,463,-49,59,1368,70
16:10.9,11,22,12,0,0,0,455,559,504,504,252,11,-12,11,506,-55,254,1250,265
16:10.9,11,11,13,3,3,0,455,559,504,504,252,9,-10,9,506,-55,254,1250,263
16:10.9,11,4,18,8,5,0,455,559,504,504,252,10,-10,10,506,-55,254,1247,264
16:10.9,11,4,18,8,5,0,525,592,537,490,98,10,-10,10,551,-55,453,1124,463
16:11.0,11,4,18,8,5,0,577,614,559,428,43,10,-10,10,583,-55,540,1039,550
16:11.0,11,0,12,0,5,140,577,614,559,428,43,4,-12,-136,583,-55,540,905,404
16:11.0,11,0,15,2,14,472,577,614,559,428,43,5,-13,-466,583,-55,540,562,74
16:11.1,11,0,15,2,14,472,607,625,566,105,28,5,-13,-466,599,-59,571,240,105
16:11.1,11,0,15,2,14,472,617,584,486,0,6,5,-13,-466,562,-98,556,76,90
16:11.1,11,0,50,20,155,559,617,584,486,0,6,23,-30,-535,562,-98,556,-169,20
16:11.1,11,0,50,20,155,559,600,528,293,0,8,23,-30,-535,473,-235,465,-255,-70
16:11.2,11,41,118,252,252,579,600,528,293,0,8,137,134,-442,473,-235,465,-486,23
16:11.2,11,41,118,252,252,579,422,428,108,0,15,137,134,-442,319,-320,304,-633,-137
16:11.2,11,98,148,385,286,599,422,428,108,0,15,210,237,-388,319,-320,304,-761,-84
16:11.2,11,98,148,385,286,599,129,134,0,0,15,210,237,-388,87,-134,72,-992,-316
16:11.2,11,160,192,458,352,603,129,134,0,0,15,270,266,-333,87,-134,72,-1122,-260
16:11.2,11,160,192,458,352,603,0,0,0,0,8,270,266,-333,0,0,-8,-1217,-341
16:11.3,11,192,226,519,383,604,0,0,0,0,8,312,293,-291,0,0,-8,-1291,-299
16:11.3,11,192,226,519,383,604,0,0,0,0,9,312,293,-291,0,0,-9,-1290,-300
16:11.3,11,232,259,556,396,590,0,0,0,0,9,349,297,-241,0,0,-9,-1326,-250
16:11.4,11,232,259,556,396,590,0,0,0,0,6,349,297,-241,0,0,-6,-1329,-247
16:11.4,11,264,280,577,400,573,0,0,0,0,6,373,297,-199,0,0,-6,-1340,-205
16:11.4,11,264,280,577,400,573,0,0,0,0,5,373,297,-199,0,0,-5,-1341,-204
16:11.4,11,269,287,594,396,558,0,0,0,0,5,383,307,-174,0,0,-5,-1332,-179
16:11.4,11,285,299,609,401,542,0,0,0,0,5,397,310,-144,0,0,-5,-1335,-149
16:11.5,11,285,299,609,401,542,0,0,0,0,5,397,310,-144,0,0,-5,-1335,-149
16:11.5,11,285,299,609,401,542,2,0,0,0,4,397,310,-144,0,0,-3,-1336,-147
16:11.5,11,330,339,626,420,506,2,0,0,0,4,431,287,-74,0,0,-3,-1353,-77
16:11.5,11,408,375,643,433,426,2,0,0,0,4,475,268,49,0,0,-3,-1329,46
16:11.6,12,408,375,643,433,426,6,0,0,0,5,475,268,49,2,0,-3,-1327,46
16:11.6,12,408,375,643,433,426,6,0,0,0,2,475,268,49,2,0,0,-1330,49
16:11.6,12,494,409,659,439,245,6,0,0,0,2,520,250,275,2,0,0,-1200,275
16:11.6,12,555,431,678,432,68,6,0,0,0,2,554,247,486,2,0,0,-1050,486
16:11.6,12,555,431,678,432,68,6,0,0,0,3,554,247,486,2,0,-1,-1049,485
16:11.7,12,555,431,678,432,68,0,0,0,0,2,554,247,486,0,0,-2,-1052,484
16:11.7,12,587,448,693,373,16,0,0,0,0,2,576,245,560,0,0,-2,-963,558
16:11.7,12,615,447,703,210,0,0,0,0,0,2,588,256,588,0,0,-2,-796,586
16:11.7,12,615,447,703,210,0,0,0,0,0,273,588,256,588,0,0,-273,-525,315
16:11.8,12,615,447,703,210,0,0,0,45,0,524,588,256,588,15,45,-509,-259,79
16:11.8,12,628,392,696,52,0,0,0,45,0,524,572,304,572,15,45,-509,-85,63
16:11.8,12,628,392,696,52,0,1,9,212,338,542,572,304,572,74,203,-468,330,104
16:11.8,12,631,205,618,0,0,1,9,212,338,542,484,413,484,74,203,-468,469,16
16:11.8,12,631,205,618,0,0,62,91,298,396,559,484,413,484,150,207,-408,620,76
16:11.9,12,587,41,586,0,0,62,91,298,396,559,404,545,404,150,207,-408,700,-4
16:11.9,12,587,41,586,0,0,112,174,300,413,582,404,545,404,195,126,-386,785,18
16:11.9,12,272,36,469,0,0,112,174,300,413,582,259,433,259,195,126,-386,931,-127
16:11.9,12,272,36,469,0,0,137,210,314,438,592,259,433,259,220,104,-371,991,-112
16:12.0,12,35,14,104,0,0,137,210,314,438,592,51,90,51,220,104,-371,1199,-320
16:12.0,12,35,14,104,0,0,144,226,331,461,599,51,90,51,233,105,-365,1242,-314
16:12.0,12,2,0,14,0,0,144,226,331,461,599,5,14,5,233,105,-365,1288,-360
16:12.0,12,2,0,14,0,0,139,237,333,468,602,5,14,5,236,96,-365,1301,-360
16:12.1,12,12,0,3,0,0,139,237,333,468,602,5,3,5,236,96,-365,1301,-360
16:12.1,12,12,0,3,0,0,78,198,320,467,605,5,3,5,198,122,-406,1265,-401
16:12.1,12,19,0,0,0,0,78,198,320,467,605,6,0,6,198,122,-406,1264,-400
16:12.1,12,19,0,0,0,0,33,179,309,470,606,6,0,6,173,130,-432,1243,-426
16:12.1,12,40,2,0,0,0,33,179,309,470,606,14,-2,14,173,130,-432,1235,-418
16:12.2,12,40,2,0,0,0,26,156,345,489,604,14,-2,14,175,189,-428,1254,-414
16:12.2,12,54,3,0,0,0,26,156,345,489,604,19,-3,19,175,189,-428,1249,-409
