Timestamp,duration,left_sensor1,left_sensor2,left_sensor3,left_sensor4,left_sensor5,right_sensor1,right_sensor2,right_sensor3,right_sensor4,right_sensor5,left_stride_F,left_balance_x,left_balance_y,right_stride_F,right_balance_x,right_balance_y,body_COP_x,body_COP_y
16:18.2,18,0,13,120,8,377,592,609,566,415,56,44,107,-332,589,-43,533,630,200
16:18.3,18,0,13,120,8,377,614,629,540,32,22,44,107,-332,594,-89,572,219,239
16:18.3,18,0,38,138,86,536,614,629,540,32,22,58,100,-477,594,-89,572,-32,95
16:18.3,18,0,38,138,86,536,612,599,415,0,5,58,100,-477,542,-184,537,-133,59
16:18.3,18,0,91,208,295,554,612,599,415,0,5,99,117,-454,542,-184,537,-401,82
16:18.4,18,0,91,208,295,554,565,556,203,0,7,99,117,-454,441,-353,434,-500,-20
16:18.4,18,22,238,229,439,554,565,556,203,0,7,163,-9,-391,441,-353,434,-707,43
16:18.4,18,48,358,198,534,554,565,556,203,0,7,201,-160,-352,441,-353,434,-841,81
16:18.4,18,48,358,198,534,554,388,464,51,0,8,201,-160,-352,301,-413,293,-980,-59
16:18.5,19,48,358,198,534,554,116,177,0,0,8,201,-160,-352,97,-177,89,-1183,-263
16:18.5,19,70,432,221,586,546,116,177,0,0,8,241,-211,-305,97,-177,89,-1267,-215
16:18.5,19,70,432,221,586,546,0,42,0,0,5,241,-211,-305,14,-42,9,-1354,-296
16:18.5,19,126,457,325,596,521,0,42,0,0,5,302,-132,-218,14,-42,9,-1400,-209
16:18.5,19,126,457,325,596,521,0,24,0,0,4,302,-132,-218,8,-24,4,-1407,-214
16:18.6,19,185,465,406,595,499,0,24,0,0,4,352,-59,-147,8,-24,4,-1434,-143
16:18.6,19,257,469,440,591,465,0,24,0,0,4,388,-29,-76,8,-24,4,-1432,-72
16:18.6,19,257,469,440,591,465,0,11,0,0,3,388,-29,-76,3,-11,0,-1438,-75
16:18.6,19,257,469,440,591,465,0,4,0,0,4,388,-29,-76,1,-4,-2,-1439,-79
16:18.7,19,302,478,475,590,432,0,4,0,0,4,418,-3,-13,1,-4,-2,-1435,-16
16:18.7,19,332,493,510,591,392,0,4,0,0,4,445,17,53,1,-4,-2,-1422,50
16:18.7,19,332,493,510,591,392,4,0,0,0,4,445,17,53,1,0,-2,-1422,50
16:18.7,19,332,493,510,591,392,9,0,0,0,5,445,17,53,3,0,-2,-1420,51
16:18.7,19,342,509,542,592,306,9,0,0,0,5,464,33,158,3,0,-2,-1354,156
16:18.8,19,363,530,571,595,182,9,0,0,0,5,488,41,306,3,0,-2,-1257,304
16:18.8,19,363,530,571,595,182,19,0,0,0,3,488,41,306,6,0,3,-1255,309
16:18.8,19,363,530,571,595,182,31,0,0,0,1,488,41,306,10,0,9,-1253,315
16:18.8,19,388,550,600,593,77,31,0,0,0,1,512,50,435,10,0,9,-1171,445
16:18.9,19,388,550,600,593,77,18,0,0,0,2,512,50,435,6,0,4,-1174,439
16:18.9,19,436,560,622,579,17,18,0,0,0,2,539,62,522,6,0,4,-1127,526
16:18.9,19,436,560,622,579,17,16,0,0,0,3,539,62,522,5,0,2,-1127,524
16:18.9,19,499,570,640,565,0,16,0,0,0,3,569,70,569,5,0,2,-1126,572
16:19.0,19,499,570,640,565,0,9,0,5,0,3,569,70,569,4,5,1,-1126,571
16:19.0,19,550,580,653,532,0,9,0,5,0,3,594,73,594,4,5,1,-1118,596
16:19.0,19,550,580,653,532,0,0,0,10,0,20,594,73,594,3,10,-16,-1103,577
16:19.0,19,585,584,660,419,0,0,0,10,0,20,609,76,609,3,10,-16,-1005,593
16:19.0,19,585,584,660,419,0,0,0,61,62,364,609,76,609,20,61,-343,-582,266
16:19.1,19,604,578,637,306,0,0,0,61,62,364,606,59,606,20,61,-343,-466,262
16:19.1,19,604,578,637,306,0,41,32,215,297,456,606,59,606,96,183,-360,-63,246
16:19.1,19,599,510,574,151,0,41,32,215,297,456,561,64,561,96,183,-360,137,201
16:19.1,19,599,510,574,151,0,155,156,296,354,505,561,64,561,202,140,-302,349,258
16:19.2,19,525,397,509,98,0,155,156,296,354,505,477,112,477,202,140,-302,486,174
16:19.2,19,525,397,509,98,0,273,250,336,428,545,477,112,477,286,86,-258,684,218
16:19.2,19,271,273,417,42,0,273,250,336,428,545,320,144,320,286,86,-258,897,61
16:19.2,19,271,273,417,42,0,361,332,400,494,552,320,144,320,364,68,-187,1048,132
16:19.3,19,92,141,161,28,0,361,332,400,494,552,131,20,131,364,68,-187,1251,-56
16:19.3,19,92,141,161,28,0,400,377,442,517,548,131,20,131,406,65,-141,1312,-10
16:19.3,19,10,12,0,11,0,400,377,442,517,548,7,-12,7,406,65,-141,1453,-134
16:19.3,19,10,12,0,11,0,394,405,464,532,534,7,-12,7,421,59,-113,1468,-105
16:19.3,19,28,2,0,1,0,394,405,464,532,534,10,-2,10,421,59,-113,1476,-103
16:19.4,19,28,2,0,1,0,367,438,470,531,518,10,-2,10,425,32,-93,1463,-83
16:19.4,19,25,7,0,0,0,367,438,470,531,518,10,-7,10,425,32,-93,1463,-82
16:19.4,19,25,7,0,0,0,387,478,478,526,484,10,-7,10,447,0,-36,1447,-25
16:19.4,19,26,6,0,0,0,387,478,478,526,484,10,-6,10,447,0,-36,1447,-25
16:19.4,19,26,6,0,0,0,441,508,481,521,443,10,-6,10,476,-27,33,1430,44
16:19.5,20,39,8,0,0,0,441,508,481,521,443,15,-8,15,476,-27,33,1425,49
16:19.5,20,49,15,0,1,0,441,508,481,521,443,21,-15,21,476,-27,33,1418,55
16:19.5,20,49,15,0,1,0,497,533,491,518,374,21,-15,21,507,-42,133,1376,154
16:19.5,20,49,15,0,1,0,547,558,506,522,282,21,-15,21,537,-52,255,1318,276
16:19.6,20,53,15,0,2,0,547,558,506,522,282,22,-15,22,537,-52,255,1316,277
16:19.6,20,53,15,0,2,0,583,579,537,525,136,22,-15,22,566,-42,430,1202,453
16:19.6,20,44,14,1,8,0,583,579,537,525,136,19,-13,19,566,-42,430,1199,450
16:19.6,20,44,14,1,8,0,608,598,567,504,59,19,-13,19,591,-31,532,1126,551
16:19.7,20,21,16,1,16,0,608,598,567,504,59,12,-15,12,591,-31,532,1125,544
16:19.7,20,21,16,1,16,0,629,611,577,421,43,12,-15,12,605,-34,562,1040,575
16:19.7,20,0,17,1,16,282,629,611,577,421,43,6,-16,-276,605,-34,562,765,286
16:19.7,20,0,17,1,16,282,640,610,575,179,21,6,-16,-276,608,-35,587,504,311
16:19.8,20,0,48,29,84,549,640,610,575,179,21,25,-19,-523,608,-35,587,149,64
16:19.8,20,0,48,29,84,549,637,568,498,0,6,25,-19,-523,567,-70,561,-85,38
16:19.8,20,63,102,265,253,573,637,568,498,0,6,143,163,-429,567,-70,561,-395,132
16:19.8,20,63,102,265,253,573,606,503,296,0,8,143,163,-429,468,-207,460,-493,30
16:19.9,20,63,102,265,253,573,431,416,79,0,13,143,163,-429,308,-337,295,-647,-134
16:19.9,20,182,172,418,292,585,431,416,79,0,13,257,246,-327,308,-337,295,-812,-32
16:19.9,20,231,211,449,361,595,431,416,79,0,13,297,238,-298,308,-337,295,-931,-2
16:19.9,20,231,211,449,361,595,173,172,0,0,15,297,238,-298,115,-172,100,-1123,-198
16:19.9,20,222,238,459,397,604,173,172,0,0,15,306,221,-297,115,-172,100,-1177,-197
16:20.0,20,222,238,459,397,604,0,18,0,0,8,306,221,-297,6,-18,-2,-1293,-299
16:20.0,20,165,259,469,415,608,0,18,0,0,8,297,210,-310,6,-18,-2,-1306,-312
16:20.0,20,165,259,469,415,608,0,13,0,0,10,297,210,-310,4,-13,-5,-1306,-316
16:20.0,20,112,277,483,426,606,0,13,0,0,10,290,206,-315,4,-13,-5,-1308,-321
16:20.0,20,112,277,483,426,606,0,5,0,0,7,290,206,-315,1,-5,-5,-1314,-320
16:20.1,20,89,311,472,437,597,0,5,0,0,7,290,161,-306,1,-5,-5,-1316,-311
16:20.1,20,89,311,472,437,597,0,5,0,0,5,290,161,-306,1,-5,-3,-1318,-309
16:20.1,20,69,336,474,446,587,0,5,0,0,5,293,138,-294,1,-5,-3,-1319,-297
16:20.1,20,69,336,474,446,587,0,6,0,0,5,293,138,-294,2,-6,-3,-1319,-297
16:20.2,20,73,358,500,456,576,0,6,0,0,5,310,142,-265,2,-6,-3,-1335,-268
16:20.2,20,73,358,500,456,576,0,5,0,0,3,310,142,-265,1,-5,-1,-1337,-267
16:20.2,20,72,384,550,468,548,0,5,0,0,3,335,166,-212,1,-5,-1,-1346,-214
16:20.2,20,72,384,550,468,548,1,1,0,0,3,335,166,-212,0,-1,-2,-1347,-215
16:20.3,20,138,421,586,484,504,1,1,0,0,3,381,165,-122,0,-1,-2,-1366,-124
16:20.3,20,138,421,586,484,504,5,3,0,0,3,381,165,-122,2,-3,0,-1364,-122
16:20.3,20,249,467,623,496,376,5,3,0,0,3,446,156,70,2,-3,0,-1312,70
16:20.3,20,249,467,623,496,376,6,6,0,0,3,446,156,70,4,-6,1,-1311,71
16:20.4,20,381,508,655,508,139,6,6,0,0,3,514,147,375,4,-6,1,-1154,376
16:20.4,20,381,508,655,508,139,6,9,0,0,3,514,147,375,5,-9,2,-1153,377
16:20.4,20,483,545,684,486,36,6,9,0,0,3,570,139,534,5,-9,2,-1084,536
16:20.4,20,483,545,684,486,36,0,0,0,0,0,570,139,534,0,0,0,-1092,534
16:20.4,20,550,561,707,347,2,0,0,0,0,0,606,146,604,0,0,0,-955,604
16:20.5,21,550,561,707,347,2,0,0,1,0,398,606,146,604,0,1,-397,-556,206
16:20.5,21,581,520,707,89,0,0,0,1,0,398,602,187,602,0,1,-397,-293,205
16:20.5,21,581,520,707,89,0,0,0,93,145,544,602,187,602,31,93,-513,28,89
16:20.5,21,588,334,642,0,0,0,0,93,145,544,521,308,521,31,93,-513,198,8
16:20.6,21,588,334,642,0,0,16,9,295,426,557,521,308,521,106,286,-450,568,71
16:20.6,21,458,163,607,0,0,16,9,295,426,557,409,444,409,106,286,-450,680,-41
16:20.6,21,458,163,607,0,0,40,28,361,491,592,409,444,409,143,333,-449,816,-39
16:20.6,21,122,87,358,0,0,40,28,361,491,592,189,271,189,143,333,-449,1037,-260
16:20.6,21,122,87,358,0,0,21,40,365,500,606,189,271,189,142,325,-464,1059,-275
16:20.7,21,0,5,0,0,0,21,40,365,500,606,1,-5,1,142,325,-464,1246,-462
16:20.7,21,0,5,0,0,0,3,88,334,477,613,1,-5,1,141,246,-471,1229,-469
16:20.7,21,10,2,0,0,0,3,88,334,477,613,4,-2,4,141,246,-471,1227,-467
16:20.7,21,10,2,0,0,0,1,157,293,431,618,4,-2,4,150,136,-467,1195,-463
16:20.7,21,10,6,0,0,0,1,157,293,431,618,5,-6,5,150,136,-467,1194,-462
16:20.8,21,10,6,0,0,0,1,194,261,396,622,5,-6,5,152,67,-470,1164,-464
16:20.8,21,13,4,0,0,0,1,194,261,396,622,5,-4,5,152,67,-470,1164,-464
16:20.8,21,13,4,0,0,0,2,239,256,390,621,5,-4,5,165,17,-455,1170,-449
16:20.9,21,13,4,0,0,0,14,317,291,417,612,5,-4,5,207,-26,-404,1230,-399
16:20.9,21,28,5,0,0,0,14,317,291,417,612,11,-5,11,207,-26,-404,1225,-393
16:20.9,21,37,12,0,0,0,14,317,291,417,612,16,-12,16,207,-26,-404,1220,-388
16:20.9,21,37,12,0,0,0,69,388,360,467,594,16,-12,16,272,-28,-321,1317,-305
16:20.9,21,37,12,0,0,0,215,469,435,500,541,16,-12,16,373,-34,-168,1397,-151
16:21.0,21,43,15,0,0,0,215,469,435,500,541,19,-15,19,373,-34,-168,1394,-148
16:21.0,21,7,14,0,3,0,215,469,435,500,541,7,-14,7,373,-34,-168,1404,-161
16:21.0,21,7,14,0,3,0,387,541,487,530,393,7,-14,7,471,-54,78,1384,85
16:21.0,21,7,14,0,3,0,501,586,556,531,146,7,-14,7,547,-30,401,1214,408
16:21.1,21,3,17,8,10,0,501,586,556,531,146,9,-9,9,547,-30,401,1205,411
16:21.1,21,0,12,0,8,280,501,586,556,531,146,4,-12,-276,547,-30,401,932,125
16:21.1,21,0,12,0,8,280,575,612,586,401,64,4,-12,-276,591,-26,527,764,251
16:21.1,21,0,12,0,8,280,606,579,549,0,4,4,-12,-276,578,-30,574,290,298
16:21.1,21,0,38,10,74,558,606,579,549,0,4,16,-28,-542,578,-30,574,-66,32
16:21.2,21,69,118,262,271,592,606,579,549,0,4,149,144,-442,578,-30,574,-430,131
16:21.2,21,69,118,262,271,592,574,511,331,0,3,149,144,-442,472,-180,469,-537,26
16:21.2,21,69,118,262,271,592,307,393,105,0,7,149,144,-442,268,-288,261,-737,-181
16:21.2,21,200,189,429,347,601,307,393,105,0,7,272,240,-328,268,-288,261,-945,-67
16:21.3,21,268,262,506,409,590,307,393,105,0,7,345,244,-244,268,-288,261,-1069,16
16:21.3,21,268,262,506,409,590,22,82,0,0,8,345,244,-244,34,-82,26,-1301,-218
16:21.3,21,268,262,506,409,590,0,11,0,0,4,345,244,-244,3,-11,0,-1336,-245
16:21.3,21,307,338,546,443,571,0,11,0,0,4,397,208,-174,3,-11,0,-1403,-174
16:21.3,21,294,402,571,476,518,0,11,0,0,4,422,169,-95,3,-11,0,-1408,-96
16:21.4,21,294,402,571,476,518,0,0,0,0,5,422,169,-95,0,0,-5,-1411,-100
16:21.4,21,282,443,595,495,405,0,0,0,0,5,440,152,35,0,0,-5,-1335,30
16:21.4,21,282,443,595,495,405,0,0,0,0,6,440,152,35,0,0,-6,-1334,29
16:21.4,21,282,443,595,495,405,0,0,0,0,7,440,152,35,0,0,-7,-1333,28
16:21.5,22,310,475,618,508,243,0,0,0,0,7,467,143,224,0,0,-7,-1211,217
16:21.5,22,375,502,635,515,103,0,0,0,0,7,504,133,401,0,0,-7,-1115,394
16:21.5,22,375,502,635,515,103,0,0,0,0,4,504,133,401,0,0,-4,-1118,397
16:21.5,22,375,502,635,515,103,3,0,0,0,4,504,133,401,1,0,-3,-1117,398
16:21.6,22,431,532,651,518,17,3,0,0,0,4,538,119,521,1,0,-3,-1068,518
16:21.6,22,486,559,668,510,3,3,0,0,0,4,571,109,568,1,0,-3,-1079,565
16:21.6,22,486,559,668,510,3,13,0,0,0,5,571,109,568,4,0,0,-1074,567
16:21.6,22,486,559,668,510,3,19,0,0,0,3,571,109,568,6,0,3,-1074,571
16:21.6,22,538,578,690,460,0,19,0,0,0,3,602,112,602,6,0,3,-1052,605
16:21.7,22,569,588,704,369,0,19,0,0,0,3,620,116,620,6,0,3,-980,623
16:21.7,22,569,588,704,369,0,10,0,0,0,0,620,116,620,3,0,3,-986,623
16:21.7,22,569,588,704,369,0,0,0,0,0,303,620,116,620,0,0,-303,-686,317
16:21.7,22,597,578,707,232,0,0,0,0,0,303,627,129,627,0,0,-303,-556,324
16:21.8,22,612,495,660,60,0,0,0,0,0,303,589,165,589,0,0,-303,-346,286
16:21.8,22,612,495,660,60,0,39,0,89,190,504,589,165,589,42,89,-461,87,127
16:21.8,22,612,495,660,60,0,268,154,325,372,513,589,165,589,249,171,-264,485,325
16:21.8,22,559,353,622,1,0,268,154,325,372,513,511,269,511,249,171,-264,621,247
16:21.9,22,266,161,493,0,0,268,154,325,372,513,306,332,306,249,171,-264,827,42
16:21.9,22,266,161,493,0,0,419,318,335,422,552,306,332,306,357,17,-194,1024,112
16:21.9,22,266,161,493,0,0,489,398,338,422,545,306,332,306,408,-60,-136,1068,170
16:21.9,22,33,88,61,0,0,489,398,338,422,545,60,-27,60,408,-60,-136,1314,-76
16:22.0,22,33,88,61,0,0,535,460,330,389,527,60,-27,60,441,-130,-85,1297,-24
16:22.0,22,4,3,0,0,0,535,460,330,389,527,2,-3,2,441,-130,-85,1355,-83
16:22.0,22,4,3,0,0,0,566,501,335,384,487,2,-3,2,467,-166,-19,1336,-17
16:22.0,22,19,4,0,0,0,566,501,335,384,487,7,-4,7,467,-166,-19,1330,-12
16:22.0,22,23,4,0,0,0,566,501,335,384,487,9,-4,9,467,-166,-19,1329,-10
16:22.0,22,23,4,0,0,0,589,528,338,383,451,9,-4,9,485,-190,34,1310,43
16:22.1,22,23,4,0,0,0,615,554,358,392,357,9,-4,9,509,-196,152,1249,161
16:22.1,22,50,3,0,0,0,615,554,358,392,357,17,-3,17,509,-196,152,1240,169
16:22.1,22,50,3,0,0,0,640,579,401,400,222,17,-3,17,540,-178,318,1144,335
16:22.2,22,92,2,0,0,0,640,579,401,400,222,31,-2,31,540,-178,318,1130,349
16:22.2,22,92,2,0,0,0,660,602,437,405,82,31,-2,31,566,-165,484,1022,515
16:22.2,22,109,2,0,0,0,660,602,437,405,82,37,-2,37,566,-165,484,1016,521
16:22.2,22,109,2,0,0,0,682,621,468,370,34,37,-2,37,590,-153,556,957,593
16:22.3,22,113,4,0,3,0,682,621,468,370,34,39,-4,39,590,-153,556,952,595
16:22.3,22,113,4,0,3,0,698,638,489,204,33,39,-4,39,608,-149,575,803,614
16:22.3,22,86,10,0,20,0,698,638,489,204,33,32,-10,32,608,-149,575,793,607
16:22.3,22,86,10,0,20,0,708,648,486,0,8,32,-10,32,614,-162,606,570,638
16:22.3,22,3,9,0,20,131,708,648,486,0,8,4,-9,-127,614,-162,606,467,479
16:22.3,22,3,9,0,20,131,709,611,442,0,8,4,-9,-127,587,-169,579,440,452
16:22.4,22,0,15,10,27,534,709,611,442,0,8,8,-5,-525,587,-169,579,26,53
16:22.4,22,0,15,10,27,534,680,559,272,0,8,8,-5,-525,503,-287,495,-57,-30
16:22.4,22,0,15,10,27,534,617,508,83,0,13,8,-5,-525,402,-425,389,-153,-136
16:22.5,22,32,105,353,252,587,617,508,83,0,13,163,248,-423,402,-425,389,-586,-34
16:22.5,22,264,208,533,342,582,617,508,83,0,13,335,325,-247,402,-425,389,-843,142
16:22.5,22,349,273,588,389,575,617,508,83,0,13,403,315,-171,402,-425,389,-951,218
16:22.5,22,349,273,588,389,575,330,214,0,0,13,403,315,-171,181,-214,168,-1173,-3
16:22.5,22,349,273,588,389,575,0,7,0,0,5,403,315,-171,2,-7,-2,-1360,-174
16:22.6,23,396,320,608,408,555,0,7,0,0,5,441,288,-113,2,-7,-2,-1397,-116
16:22.6,23,396,320,608,408,555,3,1,0,0,6,441,288,-113,1,-1,-4,-1397,-118
16:22.6,23,427,342,630,410,518,3,1,0,0,6,466,288,-51,1,-1,-4,-1387,-56
16:22.6,23,427,342,630,410,518,9,0,0,0,6,466,288,-51,3,0,-3,-1385,-54
16:22.6,23,487,359,642,409,443,9,0,0,0,6,496,283,53,3,0,-3,-1339,50
16:22.7,23,542,389,654,409,313,9,0,0,0,6,528,265,215,3,0,-3,-1241,212
16:22.7,23,542,389,654,409,313,8,0,0,0,5,528,265,215,2,0,-2,-1242,213
16:22.7,23,542,389,654,409,313,12,0,0,0,5,528,265,215,4,0,-1,-1241,214
16:22.7,23,588,412,664,402,138,12,0,0,0,5,554,252,416,4,0,-1,-1085,415
16:22.8,23,588,412,664,402,138,19,0,0,0,5,554,252,416,6,0,1,-1083,418
16:22.8,23,623,424,680,376,18,19,0,0,0,5,575,256,557,6,0,1,-958,559
16:22.8,23,623,424,680,376,18,64,0,0,0,4,575,256,557,21,0,17,-944,575
16:22.8,23,640,435,700,325,1,64,0,0,0,4,591,265,590,21,0,17,-892,608
16:22.9,23,640,435,700,325,1,66,0,0,0,4,591,265,590,22,0,18,-891,608
16:22.9,23,654,452,711,227,0,66,0,0,0,4,605,259,605,22,0,18,-806,623
16:22.9,23,654,452,711,227,0,35,0,0,0,2,605,259,605,11,0,9,-819,615
16:22.9,23,665,439,716,142,0,35,0,0,0,2,606,277,606,11,0,9,-735,616
16:23.0,23,665,439,716,142,0,9,0,0,0,46,606,277,606,3,0,-43,-699,563
16:23.0,23,672,392,712,62,0,9,0,0,0,46,592,320,592,3,0,-43,-605,549
16:23.0,23,672,392,712,62,0,0,0,17,0,470,592,320,592,5,17,-464,-178,127
16:23.0,23,668,283,681,14,0,0,0,17,0,470,544,398,544,5,17,-464,-82,79
16:23.1,23,668,283,681,14,0,0,24,129,308,547,544,398,544,51,105,-496,348,48
16:23.1,23,644,136,633,0,0,0,24,129,308,547,471,497,471,51,105,-496,435,-25
16:23.1,23,644,136,633,0,0,208,190,326,447,565,471,497,471,241,136,-323,782,147
16:23.1,23,644,136,633,0,0,370,320,350,477,578,471,497,471,346,30,-231,930,239
16:23.2,23,393,69,532,0,0,370,320,350,477,578,331,463,331,346,30,-231,1070,100
16:23.2,23,67,43,84,0,0,370,320,350,477,578,64,41,64,346,30,-231,1337,-166
16:23.2,23,67,43,84,0,0,422,373,381,483,562,64,41,64,392,8,-170,1372,-105
16:23.2,23,18,0,0,0,0,422,373,381,483,562,6,0,6,392,8,-170,1431,-164
16:23.2,23,18,0,0,0,0,456,400,412,493,540,6,0,6,422,12,-117,1449,-111
16:23.2,23,34,0,0,0,0,456,400,412,493,540,11,0,11,422,12,-117,1444,-106
16:23.3,23,34,0,0,0,0,496,444,432,490,497,11,0,11,457,-12,-39,1433,-28
16:23.3,23,34,0,0,0,0,533,478,444,490,447,11,0,11,485,-34,38,1410,49
16:23.3,23,22,0,0,0,0,533,478,444,490,447,7,0,7,485,-34,38,1414,45
16:23.3,23,43,0,0,0,0,533,478,444,490,447,14,0,14,485,-34,38,1407,52
16:23.4,23,43,0,0,0,0,566,511,461,499,343,14,0,14,512,-50,169,1340,184
16:23.4,23,71,2,0,0,0,566,511,461,499,343,24,-2,24,512,-50,169,1330,194
16:23.4,23,71,2,0,0,0,590,537,489,511,209,24,-2,24,538,-48,329,1234,354
16:23.5,23,92,3,0,0,0,590,537,489,511,209,31,-3,31,538,-48,329,1226,361
16:23.5,23,92,3,0,0,0,606,552,516,520,90,31,-3,31,558,-36,468,1136,499
16:23.5,23,92,4,0,0,0,606,552,516,520,90,32,-4,32,558,-36,468,1136,500
16:23.5,23,92,4,0,0,0,626,568,559,514,35,32,-4,32,584,-9,549,1101,581
16:23.6,24,59,5,0,6,0,626,568,559,514,35,21,-5,21,584,-9,549,1106,570
16:23.6,24,59,5,0,6,0,645,584,579,472,36,21,-5,21,602,-5,566,1083,588
16:23.6,24,27,12,2,9,0,645,584,579,472,36,13,-10,13,602,-5,566,1087,580
16:23.6,24,27,12,2,9,0,658,594,591,354,30,13,-10,13,614,-3,584,975,598
16:23.6,24,0,2,1,6,231,658,594,591,354,30,1,-1,-230,614,-3,584,760,354
16:23.7,24,0,15,6,23,527,658,594,591,354,30,7,-9,-520,614,-3,584,441,64
16:23.7,24,0,15,6,23,527,669,587,592,60,6,7,-9,-520,616,5,610,125,90
16:23.7,24,0,15,6,23,527,667,539,535,0,9,7,-9,-520,580,-4,571,32,51
16:23.7,24,0,15,6,23,527,626,488,374,0,10,7,-9,-520,496,-114,486,-51,-34
16:23.8,24,0,78,110,244,579,626,488,374,0,10,62,32,-516,496,-114,486,-379,-30
16:23.8,24,59,197,305,367,593,626,488,374,0,10,187,108,-406,496,-114,486,-641,80
16:23.8,24,59,197,305,367,593,458,400,190,0,13,187,108,-406,349,-210,336,-784,-69
16:23.8,24,74,283,395,443,595,458,400,190,0,13,250,112,-344,349,-210,336,-926,-8
16:23.8,24,74,283,395,443,595,181,158,35,0,13,250,112,-344,124,-123,111,-1150,-232
16:23.8,24,126,340,439,470,586,181,158,35,0,13,301,99,-284,124,-123,111,-1220,-172
16:23.9,24,126,340,439,470,586,0,9,0,0,6,301,99,-284,3,-9,-3,-1348,-287
16:23.9,24,159,364,484,481,581,0,9,0,0,6,335,120,-245,3,-9,-3,-1388,-248
16:23.9,24,159,364,484,481,581,0,0,0,0,6,335,120,-245,0,0,-6,-1391,-251
16:23.9,24,159,364,484,481,581,0,0,0,0,6,335,120,-245,0,0,-6,-1391,-251
16:24.0,24,158,370,514,479,570,0,0,0,0,6,347,144,-222,0,0,-6,-1390,-228
16:24.0,24,158,370,514,479,570,0,0,0,0,5,347,144,-222,0,0,-5,-1391,-227
16:24.0,24,160,380,525,482,554,0,0,0,0,5,355,145,-199,0,0,-5,-1386,-204
16:24.0,24,160,380,525,482,554,1,0,0,0,6,355,145,-199,0,0,-5,-1384,-204
16:24.1,24,165,401,542,493,530,1,0,0,0,6,369,141,-160,0,0,-5,-1386,-166
16:24.1,24,188,435,566,504,492,1,0,0,0,6,396,131,-95,0,0,-5,-1386,-101
16:24.1,24,188,435,566,504,492,8,0,0,0,5,396,131,-95,2,0,-2,-1384,-98
16:24.1,24,188,435,566,504,492,10,0,0,0,5,396,131,-95,3,0,-1,-1384,-97
16:24.1,24,252,464,590,515,409,10,0,0,0,5,435,126,26,3,0,-1,-1351,24
16:24.2,24,338,497,614,527,250,10,0,0,0,5,483,117,233,3,0,-1,-1251,231
16:24.2,24,338,497,614,527,250,12,0,0,0,4,483,117,233,4,0,0,-1252,233
16:24.2,24,416,531,643,530,76,12,0,0,0,4,530,112,454,4,0,0,-1128,454
16:24.2,24,416,531,643,530,76,14,0,0,0,4,530,112,454,4,0,0,-1127,454
16:24.3,24,490,559,662,519,17,14,0,0,0,4,570,103,553,4,0,0,-1097,554
16:24.3,24,490,559,662,519,17,6,0,0,0,2,570,103,553,2,0,0,-1102,553
